Entry number,Primary image,Volume and folio,Volume,Type,Script,Occupations [Synthesised],Occupations stated in main metadata,Additional occupations & titles in body of deposition,Stated activities in body of text,Expertise or relationships evident in body of text,Date of deposition. MODERNIZED; ENGLISH CALENDAR ,Ship specified in which shipped or supplied to ,Ship master or skipper of captain ,Town and/or province and/or county to which primary ship belonged [with which deponent associated],COMPOSITE BURTHEN [tons],Details of ship's lading and her laders; including value of lading; and freight charges,Documents [letters; books; journals; notes; verbal contracts]; Making & Use of documents,"Language, reading & writing skills, quantitative skills; weighing; navigation skills; mapping skills; schools",Financial structures [bills of exchange; lending; assurance]; Late payments for freight; Legal agreements; Verbal contracts; Bonds; Debts; Bankruptcy; Currency exchange; Bullion; Trading profit calculations,Current country,Street/Hamlet,Parish/Precinct/Liberty,Town/Borough,"County, Province or Region",Age,Year of deposition,First name,Middle names,Surname,Voyage nodal points
16510,21091023_160130,KaggleTestSnippet_HCA_1361_f.518v_One.PNG,HCA 13/61,Signature,Roman,Mercator scissor [merchant tailor]; Present at the measuring of malt unladen at London,Merchant tailor,,Present at the measuring of malt unladen at London,,,Unnamed ship,Mr Longe,,,,,"""The said malt falling soe short in measure as aforesaid the said Exton sent to Chichester for the same bushell by which it was measured when it was put on board the said vessell and a bushell was brought and said to be the same that the malt was soe measured by at Chichester, and this deponent was present and sawe the said bushell compared with the bushell by which the said malt that was brought hither and solde was delivered and measured by, and saith that upon such comparing of them by measuring, the said bushell soe said to be brought from Chichester and to be the bushell by which the malt was there measured conteyned full asmuch or rather more then that by which it was measured here"" (HCA 13/61 f.518v)",,England,,,Southwark,Surrey,50,1649,Arthurus,,Slipper,[?/London [England]/Newcastle [England]]
16117,21091023_151626,KaggleTestSnippet_HCA_1361_f.320v.PNG,HCA 13/61,Signature,Roman,Victualler; Waiter [of the Customehouse of London],Victualler,Waiter [of the Customehouse of London],,,,Saint Gregorie of Hoorn,John Johnson Poortier,Hoorn [Holland; United Provinces],,,,,,England,,Saint Sepulchres without Newgate,London,,44,1649,Robertus,,Slyn,[River Thames]
16303,21091023_153934,KaggleTestSnippet_HCA_1361_f.430v.PNG,HCA 13/61,Signature,Roman,Mariner; Gunner [of the Concord]; One of the company [of the Concord],Mariner,Gunner [of the Concord]; One of the company [of the Concord],,,,Concord,,,,,,,,England,Ratcliff,Stepney,,Middlesex,35,1649,Valentine,,Smarthwaite,[London [England]/Teneriff [Canaries]/Bahia [Brazil]/?]
15678,21091023_142820,KaggleTestSnippet_HCA_1361_f.16v_Two.PNG,HCA 13/61,Signature,Roman,Lighterman [of unnamed lighter]; Fetched ballast to a ship in River Thames,Lighterman,,Fetched ballast to a ship in River Thames,,,Unnamed lighter,,,,,,,,England,Wapping,N/A,,Middlesex,30,1648,Oliverus,,Smith,[River Thames]
16395,21091023_154456,KaggleTestSnippet_HCA_1361_f.467v_Two.PNG,HCA 13/61,Signature,Roman,Mariner; Purser [of the Hart ffrigott]; Confirms receipt of clothes from Elizabeth Venner's slop selling shop,Mariner,Purser [of the Hart ffrigott],Confirms receipt of clothes from Elizabeth Venner's slop selling shop,,,Hart ffrigott,Captain Bowen [captain],,,,"""In December last past hee this examinate beinge purser of the shipp the Hart ffrigott whereof Captaine Bowen was then commander did receave onboard the said shipp from the hands of one ffrancis Harris servant to Mrs Elizabeth Venner by her order and direction a certaine packe wherein was said to bee seamens' cloathes but the particulars thereof hee cannot declare in regard this examinate never sawe the same opened but hee verily beleeveth that the cloathes mentioned in the noate nowe shewed unto him at the time of this his examination were in the said packe when it was brought aboard the said shipp for that hee receaved a noate wih the said packe from the party that brought the same aboard of the tenor and substance and agreeing in all particulars with the noate before mentioned"" (HCA 13/61 f.467v)",,,England,,,Gosport,Southampton,36,1649,Robertus,,Smith,NO VOYAGE DETAILS
15759,21091023_143902,KaggleTestSnippet_HCA_1361_f.85r.PNG,HCA 13/61,Signature,Roman,Generosus [gentleman]; Part-owner [of the Charitie of London],Gentleman,Part-owner [of the Charitie of London],,,,Charitie of London,Edward Clement CHECK,London [England],,,,,,England,,All Hallows Barking,London,,56,1648,Robertus,,Smyth,[London/Milford Haven or Liverpool/?]
15779,21091023_144019,KaggleTestSnippet_HCA_1361_f.92v.PNG,HCA 13/61,Signature,Roman,Had wrought aboard the ship the Greene Dragon,N/A,Had wrought aboard the ship the Greene Dragon,,,,Greene Dragon,John Bowden,,,,"""The first schedule doth fully agree touching the particulars and pieces therein contayned with the debt booke of the said producent kept for such like purpose, and saith the said producent is accounted an honest man and one that is iust in his accomptes and reckonings"" (HCA 13/61 f.92v)",,,England,,Liberty of the Tower of London,,,28,1648,Thomas,,Smyth,[River Thames]
15925,21091023_145607,KaggleTestSnippet_HCA_1361_f.181r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; One of the company [of the Thomas of Woodbridge],Mariner,One of the company [of the Thomas of Woodbridge],,,Oct 18th 1648,Thomas of Woodbridge,William Smith,Woodbridge [Suffolk; England],,LADING AT NEWCASTLE: COAL,,,,England,,,Hoesly nixta Woodridge,Suffolk,29,1648,Carolus,,Smyth,[London [England]/Newcastle [England]/?]
15933,21091023_145640,KaggleTestSnippet_HCA_1361_f.185r_One.PNG,HCA 13/61,Marke,N/A,Nauta [mariner]; Not employed in named ship; Witnessed coals put into the William and Mary at Newcastle,Mariner,Not employed in named ship,Witnessed coals put into the William aand Mary at Newcastle,,Oct 20th 1648,William and Mary [burthen = 250 tons],John Bull [master] [SEE HCA 13/62],,250,"LADING AT NEWCASTLE: COALS ""Within the foresaid time videlicet about this time two yeeres, this deponent was present in the house of Thomas Reade situat in Newcastle aforesaid) factor for the arlate Humphrey Nicholson, and did then and there heare the arlate John Bull master of the foresaid shipp speake to and agree with the said Reade as factor for the said Mr Nicholson to lade his said shipp with coales, and the said Reade in this deponents presence and hearing did yeeld to lade him with coales for the accompt of the said Mr Nicholson, and tolde the said Ball that hee should pay the said Mr Nicholson at London for the same, which the said Ball agreed to doe, and accordingly the said Mr  Reade delivered to the said Ball (and which were put abord the said shipp) sixteene keeles of coales of this deponents sight and knowledge, amounting to seaventie pounds sterling, this deponent seeing the same put aboard the said shipp"" (HCA 13/61 f.185r)",,,,England,,,Woodbridge,Suffolk,42,1648,Willielmus,,Smyth,[?/Newcastle [Northumbria; England]/?]
16062,21091023_150850,KaggleTestSnippet_HCA_1361_f.269r_One.PNG,HCA 13/61,Signature,Roman,"Probably a merchant, resident in Barbados",N/A,"Probably a merchant, resident in Barbados",,,,Dolphin,,,,"LADING AT BARBADOS; COTTON; TOBACCO ""In or about the moneth of October 1645 hee this deponent was present in the arlate Captaine Parr's storehouse at the Indian bridge in Barbadoes, and speaking with him of the freight of the shipp arlate, heard him the said Parr saye that hee had taken only 10 sixteenth parts and noe more of the said shipp the Dolphin to freight and the freight due from the said Captaine Parr for the said voyage did amount unto 390 and odd to be paid as is arlate, which hee knoweth because hee sawe the bill of exchange made and signed by the said Captaine Parr for the payment of the said money to Captaine Hobland dwelling in London and for which there were cottons and tobaccoes made over and assigned unto him the said Holland by the said Parr"" (HCA 13/61 f.268r)","""Which hee knoweth because hee sawe the bill of exchange made and signed by the said Captaine Parr for the payment of the said money to Captaine Hobland dwelling in London and for which there were cottons and tobaccoes made over and assigned unto him the said Holland by the said Parr"" (HCA 13/61 f.268r); ""The arlate Richard Bishopp in the Barbadoes in or about the moneth of August 1646 showed unto him this deponent letters of administration of the goods of the arlate Walter Ewans then dead, grannted unto him by the Gouvernour at the Barbadoes which said Ewans, as this deponent was informed by his said Ewans his mates dyed in the voyage in question before the retourne of the said shipp from Ginney to the Barbadoes"" (HCA 13/61 f.268r); ""The said Bishopp was factor or agent for the owners of the said shipp the Dolphin the voyage in question, which hee knoweth seeing him act for them there, and take upon him to dispose of the governement of the said shipp, and saith that amongest the foresaid writings soe by him delivered to this deponent to be brought for England to the owners there were diverse letters and writings concerning the said voyage directed to the said owners and an accompt of his proceedings concerning the freight and affaires of the said shipp directed as aforesaid since hee tooke the letters of administration arlate, acquainting them also thereby with the said agreement, all which this deponent found by the said writings which the said Bishop read unto him as aforesaid, which writings hee saith were cast away with the said shipp"" (HCA 13/61 ff.268v-269r)",,"""Which hee knoweth because hee sawe the bill of exchange made and signed by the said Captaine Parr for the payment of the said money to Captaine Hobland dwelling in London and for which there were cottons and tobaccoes made over and assigned unto him the said Holland by the said Parr"" (HCA 13/61 f.268r)",Barbados,,,,Island of Barbados,41,1649,Walterus,,Smyth,NO VOYAGE DETAILS
16063,21091023_150850,KaggleTestSnippet_HCA_1361_f.269r_Two.PNG,HCA 13/61,Signature,Roman,"Probably a merchant, resident in Barbados",N/A,"Probably a merchant, resident in Barbados",,,,Dolphin,,,,,,,,Barbados,,,,Island of Barbados,41,1649,Walterus,,Smyth,NO VOYAGE DETAILS
16426,21091023_155713,KaggleTestSnippet_HCA_1361_f.485r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Gunner [of the Seaven Brothers of London],Mariner,Gunner [of the Seaven Brothers],,,,Seaven Brothers of London,Robert Land [master],London {England],,,,,,England,Wapping,N/A,,Middlesex,37,1649,Richardus,,Smyth,[London?/Near Malaga [Spain]/?/London [England]]
16481,21091023_155956,KaggleTestSnippet_HCA_1361_f.505v_One.PNG,HCA 13/61,Signature,Roman,"Draper; Former servant [to Mr Richard Shute, party producent]",Draper,"Former servant [to Mr Richard Shute, party producent]",,,,Damsel,[John ?Rowhirs],,,"LADING AT LONDON: INDIGO ""The fourtie five barrells of indicoe cost the said Mr Shute £2430 - 7 shillings = 3 pence as by the said bookes and papers appeareth, and as hee remembers were reputed a greate pennyworth at that rate, and therefore they were (as hee conceiveth) well worth soe much at the time arlate, and it was commonly talked that hee would get much by them upon vending of them againe"" (HCA 13/61 f.505r)","""Which hee knoweth because hee this deponent being then servant to the said Mr Shute and keeping his cash found entred in his booke the payment for the said indicoe to the East India company of whom they were bought and there acquittances thereupon, and this deponent was imployed in the lading of them on board the said shipp to be transported for Holland, and hath lately perused the bookes and papers concerning the same and therefore the better calleth the premisses to mind"" (HCA 13/61 f.505r); ""The fourtie five barrells of indicoe cost the said Mr Shute £2430 - 7 shillings = 3 pence as by the said bookes and papers appeareth, and as hee remembers were reputed a greate pennyworth at that rate, and therefore they were (as hee conceiveth) well worth soe much at the time arlate, and it was commonly talked that hee would get much by them upon vending of them againe"" (HCA 13/61 f.505r)",,,England,,Saint Michael Woodstreet,London,,32,1649,Enoch,,Smyth,[London [England]/Holland/?]
16245,21091023_153536,KaggleTestSnippet_HCA_1361_f.405v.PNG,HCA 13/61,Signature,Roman,Naupegus [shipwright] [on ship]; One of the company [of the Encrease of London],Shipwright,One of the company [of the Encrease of London],,,,Encrease of London,,London [England],,,,,,England,Ratcliffe,Stepney,,Middlesex,22,1649,Johannes,,Spaldinge,NO VOYAGE DETAILS
16489,21091023_160024,KaggleTestSnippet_HCA_1361_f.509v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Quartermaster [of the Arke]; One of the company [of the Arcke],Mariner,Quartermaster [of the Arke]; One of the company [of the Arke],,,May 29th 1649,Arke,John Malin alt. Mallen [master],,,LADING AT NEWFOUNDLAND: ?L LADING AT CADIZ: OLIVES; PASSENGERS; PASSENGERS' GOODS;  LADING AT CANARIES: ?,,,,England,Limehouse,Stepney,,Middlesex,26,1649,Petrus,,Sparshet,VOYAGE ONE [London [England]/San Lucar [Spain] VOYAGE TWO [San Lucar [Spain]/Canaries/Newfoundland/Cadiz [Spain]/Garachicho [Canaries]/London [England]]
16470,21091023_155925,KaggleTestSnippet_HCA_1361_f.501v.PNG,HCA 13/61,Signature,Roman,Mariner; Master of the Greyhound Frigot],Mariner; Master of the Greyhound Frigot],,,,,Greyhound Frigot,Anthony Spatchhurst [master],,,,"""The parchment writing interrate was on bord the said shipp and about Captaine [?Barley] Captaine of her (from whom this deponent tooke the same) when shee was soe seized""  (HCA 13/61 f.501v)",,,England,,,Borden,Kent,24,1649,Anthony,,Spatchhurst,NO VOYAGE DETAILS
16397,21091023_154510,KaggleTestSnippet_HCA_1361_f.469v.PNG,HCA 13/61,Signature,Roman,Gentleman; Employed in the ship [of the Constant Reformation],Gentleman,,Employed in the ship [of the Constant Reformation],,,Constant Reformation,,,,,,,,N/A,,,N/A,,N/A,1649,Thomas,,Spencer,NO VOYAGE DETAILS
15699,21091023_143158,KaggleTestSnippet_HCA_1361_f.39v.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [of George Margetts, rope maker]",Servant; Apprentice,,,,,Greene Dragon,John Bowden,,,,,,,England,Shop at the sign of the Rotterdam,,London,,23,1648,Josephus,,Stapeley,[River Thames]
16010,21091023_150151,KaggleTestSnippet_HCA_1361_f.218r.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [to George Margets, rope maker, party producent]","Servant; Apprentice [to George Margets, rope maker, party producent]",,,,,Simon and James [burthen = 80 tons],Phenix Tyler,,,,,,,England,,Saint Dunstans in the East,London,,24,1648,Josephus,,Stapeley,NO VOYAGE DETAILS
16436,21091023_155800,KaggleTestSnippet_HCA_1361_f.491r_One.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [to George Margets, party producent]",Servant; Apprentice,,,,,Endeavour,,,,,"""The time arlate and on the particular dayes in the said schedule mentioned hee this deponent on the behalfe of his master the producent did according to order given by the arlate Walter Davies deliver in his said masters shopp situat in Thamestreet neere the Customehouse London and knowne by the signe of Rotterdam, to the use of the shipp Endeavour arlate and to her necessary furnishing and fitting out to sea on her intended voyage all and singular the goods and commodities mentioned and expressed in the said schedule..."" (HCA 13/61 f.490v); ""Upon delivery thereof this deponent entred the same aswell those delivered by himselfe as those delivered by his said contest into his said masters shopp booke kept for such purposes, out of which hee saith hee transcribed the said schedule with his owne hand, which hee saith doth punctually agree with the said booke, this deponent hath compared the same therewith"" (HCA 13/61 f.490v)",,,England,,,N/A,,24,1649,Josephus,,Stapely,NO VOYAGE DETAILS
16156,21091023_152107,KaggleTestSnippet_HCA_1361_f.352v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Carpenter [on ship] [of Madrid Merchant of London],Mariner,Carpenter [on ship] [of Madrid Merchant of London],,,Mar 15th 1649,Madrid Merchant of London,Thomas Stone junior [master],London [England],,,,,,England,Redriff,,,Surrey,30,1649,Henricus,,Starr,[?/Bilbao [Spain]/Holland [United Provinces]/?]
15750,21091023_143804,KaggleTestSnippet_HCA_1361_f.78v.PNG,HCA 13/61,Signature,Roman,"Shipwright [on shore]; Working for Robert Meriday, shipwright with yard in Redriff Wall",Shipwright,"Working for Robert Meriday, shipwright with yard in Redriff Wall",,,,Catherine of Burnham [smack],,Burnham [Essex; England],,,,,,England,,Saint Mary Magdalen Bermondsey,,Surrey,25,1648,Willielmus,,Steare,NO VOYAGE DETAILS
15757,21091023_143851,KaggleTestSnippet_HCA_1361_f.83v.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [to John Bonner, mariner]; One of the company [of the Caesar of London]","Servant [to John Bonner, mariner]; Apprentice [to John Bonner, mariner]",One of the company [of the Caesar of London],,,,Caesar of London,Captain Vincent Harris,London [England],700,"LADING AT ?: CORN ""The said shipp the Caesar is of the burthen of 700 tunnes, and at the first time tooke in but halfe their lading videlicet 300 tunnes of corne, by reason they were driven away with the storme aforesaid before they could take in any more"" (HCA 13/61 f.83r)",,,,England,,All Hallows Barking,London,,22,1648,Edwardus,,Steede,[?/Albozine [Barbary]/Cadiz [Spain]/Alboazine [Barbary]/?]
15728,21091023_143427,KaggleTestSnippet_HCA_1361_f.56r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the John and Ambrose],Mariner,Master's mate [of the John and Ambrose],,,,John and Ambrose [burthen = 200 tons],Robert Church [master],,200,"LADING AT NEWFOUNDLAND: FISH ""The said shipp the John and Ambrose at such time as shee went from Newfoundland with her foresaid lading of fish, departed thense about 20 tonnes dead fraigted, and soe many tonnes more shee could have carried of Newfoundland fish in case the said factor or agents or the said Stanley would have laden and putt the same on board of this deponents knowledge"" (HCA 13/61 f.55v)","""After such time as the said factor had laden and put on board the said shipp in Newfoundland the foresaid fish, the said Church their master asked him at Trinity harbour aforesaid if hee had any more fish to lade, telling him if hee had, hee the said master would take it on board, but the said Bradley answered and in this deponents presense and hearing tolde the master that hee had noe more to lade, and thereupon the said Church the master did there make a protest against the said merchant Mr Stanley or his factor for not fully lading his said shipp, this deponent being present and setting his hand to the same"" (HCA 13/55v)",,,England,Wapping Wall,Stepney,,Middlesex,30,1648,Robertus,,Steevens,[?/France/Saint Johns [Newfoundland]/Formoose [Newfoundland]/Trinity harbour [Newfoundland]/Lisbon [Portugal]/London [England]]
16060,21091023_150839,KaggleTestSnippet_HCA_1361_f.267v_One.PNG,HCA 13/61,Marke,N/A,Mariner; Boatswain's mate [of the Gilliflower],Mariner,Boatswain's mate [of the Gilliflower],"Had been at the Barbados, when Mr Thomas Noell was there",,Feb 8th 1649,Gilliflower,Elias Pilgrim [master],,,,,,,England,,Parish of Saint Stephens,Bristol,Bristol,30,1649,John,,Steevens,[?/Guinea/Barbados/London [England]]
16061,21091023_150839,KaggleTestSnippet_HCA_1361_f.267v_Two.PNG,HCA 13/61,Marke,N/A,Mariner; Boatswain's mate [of the Gilliflower],Mariner,Boatswain's mate [of the Gilliflower],,,Feb 8th 1649,Gilliflower,Elias Pilgrim [master],,,,,,,England,,Parish of Saint Stephens,Bristol,Bristol,30,1649,John,,Steevens,[?/Guinea/Barbados/London [England]]
15984,21091023_150025,KaggleTestSnippet_HCA_1361_f.208r.PNG,HCA 13/61,Initials,Roman,"Uxor [wife] [of Robert Stephens of Stepney, ship carpenter]","Wife [of Robert Stephens of Stepney, ship carpenter]",,,,,Simon and James [burthen = 80 tons],Phenix Tyler,,,,,"""As this deponent often heard him say in or about the moneth of October last was two yeares, and the said Tyler then lodging at this deponent's then mistres [Amy Wilkinson] the producent's house in Ratcliffe this deponent saw him at two severall times tell and carry out £31, which hee said was to pay the said Mr Grove towards the said shipp"" (HCA 13/61 f.208r); ""Within the time arlate and after hee had soe bought the said shipp Mr Tyler did hire and imploye diverse carpenters and calkers to worke upon her to make her fitt to proceede to sea, this deponent seeing them sundry times at worke upon her as shee then laye at Mr Aldridge his key at the Armitage at Wapping, and seeing him borrowe severall summes of money of the producent to pay the said worke men and for materaills, £10 whereof this deponent by his directions and on his behalfe paid to the  to the said Mr Aldridge for stuffe and materialls used about the said shipp in such her reparation...She hath often heard him the said Tyler saye that the said shipp had cost him 180 and odd pounds"" (HCA 13/61 f.208r); ""Which this deponent knoweth to be true for that shee being then her servant and much trusted by her was by her said mistres made acquainted with and was present at the delivering and lending unto him of that said summe [of £50] at severall times in her said mistres her house in Ratcliffe and delivering to him £10 thereof her selfe by her mistres order when hee came one morning in has for the same to pay his workemen for worke upon the said shipp, and her mistres not beinge then up, and other £10 of the said money soe lent this deponent paid as aforesaid  to the said Mr Aldridge his directions and on his behalfe paid"" (HCA 13/61 f.208r)",,England,N/A,Stepney,,Middlesex,22,1648,Elizabetha,,Stephens,NO VOYAGE DETAILS
16197,21091023_152511,KaggleTestSnippet_HCA_1361_f.378v_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the Elleanor of Newport],Mariner [of the Elleanor of Newport],Master's mate [of the Elleanor of Newport],,,Apr 2nd 1649,Elleanor of Newport,Ambrose Bennett [master],Newport [Isle of Wight; England],,LADING AT NEWFOUNDLAND: FISH; LADING AT MALAGA: MALAGA WINE; RASINS OF THE SUN; MALAGA RAISINS,,,,England,,,West Cowes,Isle of Wight,34,1649,Guilielmus,,Stephens,[Cowes [Isle of Wight; England]/Newfoundland/Malaga [Spain]/Cowes [Isle of Wight; England]]
16198,21091023_152514,KaggleTestSnippet_HCA_1361_f.380r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the Elleanor of Newport],Mariner [of the Elleanor of Newport],Master's mate [of the Elleanor of Newport],,,Apr 2nd 1649,Elleanor of Newport,Ambrose Bennett [master],Newport [Isle of Wight; England],,LADING AT NEWFOUNDLAND: FISH; LADING AT MALAGA: MALAGA WINE; RASINS OF THE SUN; MALAGA RAISINS,,,,England,,,West Cowes,Isle of Wight,34,1649,Guilielmus,,Stephens,[Cowes [Isle of Wight; England]/Newfoundland/Malaga [Spain]/Cowes [Isle of Wight; England]]
16066,21091023_150913,KaggleTestSnippet_HCA_1361_f.271v.PNG,HCA 13/61,Marke,N/A,Mariner; Boatswain's mate [of the Gilliflower]; One of the company [of the Gilliflower],N/A,Mariner; Boatswain's mate [of the Gilliflower]; One of the company [of the Gilliflower],,,Feb 12th 1649,Gilliflower,Elias Pilgrim [master],,,,,,,England,,Parish of Saint Stephens,Bristol,Bristol,30,1649,John,,Stevens,[?/Guinea/Barbados/London [England]]
16238,21091023_153515,KaggleTestSnippet_HCA_1361_f.403r.PNG,HCA 13/61,Initials,Roman,Naupegus [shipwright] [on shore]; Viewed ship in the River Thames [of the Jonas],Shipwright,,Viewed ship in the River Thames [of the Jonas],,,Jonas,Richard Wiltshire [master],,,,,,,England,,,London,,50,1649,Richardus,,Stoakes,[?/London [England]
15741,21091023_143631,KaggleTestSnippet_HCA_1361_f.68r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; One of the company [of the Charles],Mariner,One of the company [of the Charles],,,,Charles,Thomas Hawkins [master],,,,,"""He sawe the said Turkish vessell delivered to the Turkish captaine and some of his company from whom shee was taken, and saith hee sawe the writing predeposed which the said Turkish master gave to the said Captaine Hawkins for his release and discharge as aforesaid and the same hee saith was written in the Spanish language which this deponent understandeth, and the said Turke alsoe understood the same, for hee spake Spanish reasonable well of this deponent's knowledge, but what witnesses were present at the signing thereof this deponent remembreth not"" (HCA 13/61 f.68r)",,England,,,Dartmouth,Devon,32,1648,Johannes,,Stone,[?/Malaga [Spain]/Albezine [Barbary]/?]
16266,21091023_153655,KaggleTestSnippet_HCA_1361_f.413v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Boatswain [of the Mercury of London],Mariner,Boatswain [of the Mercury of London],,,,Mercury of London,John Harris [master and commander],London [England],,LADING AT CANDY: DIVERSE RICH GOODS WARES AND MERCHANDIZES,"""Which hee knoweth because hee sawe the same soe laden, and being boatswaine of the said shipp did enter the same into his booke which hee kept for such purpose, which booke hee having lately regained into his custody, hee findeth all the said particulars there entred accordingly with this deponents owne hand"" (HCA 13/61 f.413r)",,,England,Shadwell,Stepney,,Middlesex,55,1649,Willielmus,,Stone,[London [England]/Livorno/Messina/Alexandria/Venice/Morea/Malta/Candy/London [England]]
16155,21091023_152101,KaggleTestSnippet_HCA_1361_f.352r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Madrid Merchant of London],Mariner,Master [of the Madrid Merchant of London],,,Mar 15th 1649,Madrid Merchant of London,Thomas Stone junior [master],London [England],,,,,,England,Redriff,,,Surrey,25,1649,Thomas ,,Stone iunior,[?/Bilbao [Spain]/Holland [United Provinces]/?]
15805,21091023_144438,KaggleTestSnippet_HCA_1361_f.112r.PNG,HCA 13/61,Signature,Roman,Mariner; One of the company [of the Guifte of God of London],Mariner,One of the company [of the Guifte of God of London],,,,Guifte of God of London,Jospeh Collins,London [England],,,,,,England,Shadwell,Stepney,,Middlesex,43,1648,Richard,,Storey,[London [England]/Barbary/London [England]]
16484,21091023_155958,KaggleTestSnippet_HCA_1361_f.506r_Two.PNG,HCA 13/61,Initials,Roman,Blacksmith; Viewed ship the Saint Gregory to assess damage,Blacksmith,,Viewed ship the Saint Gregory to assess damage,,,Saint Gregory,,,,,,,,England,Shadwell,Stepney,,Middlesex,36,1649,William,,Stower,[?/Blackwall; London; England]/?]
16268,21091023_153707,KaggleTestSnippet_HCA_1361_f.414v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; [FIRST] In ship [of the Patricke]; [SECOND] Master's mate [of the Constant Warwick],Mariner,[FIRST] In ship [of the Patricke]; [SECOND] Master's mate [of the Constant Warwick],,,,Constant Warwick,,Patrick,,,,,,England,Limehouse,Stepney,,Middlesex,30,1649,Willielmus,,Strawe,[?/Downs [Kent; England]/Holland/?]
16354,21091023_154212,KaggleTestSnippet_HCA_1361_f.450v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; In the ship [of the Constant Warwick],Mariner,In the ship [of the Constant Warwick],,,,Constant Warwick,,,,,,,,England,Limehouse,Stepney,,Middlesex,32,1649,Willielmus,,Strawe,NO VOYAGE DETAILS
16151,21091023_152037,KaggleTestSnippet_HCA_1361_f.349r.PNG,HCA 13/61,Signature,Roman,Naupagus [shipwright] [on shore] [of the William and Richard] CHECK,Shipwright [on shore],,,,,William and Richard,John Tottey [master],,,,,,,England,Wapping,N/A,,Middlesex,40,1649,Henricus,,Sturton,[River Thames; near Blackwall stairs; at anchor; bound outwards; fouled]
15778,21091023_144012,KaggleTestSnippet_HCA_1361_f.92r.PNG,HCA 13/61,Signature,Roman,Civis [citizen] and Blacksmith [possibly a scribal error]; Scrivener (sic); Witnessed a bill of bottomry; Saw the ship the Hermite in the River Thames shortly after her return from Greenland,Citizen; Blacksmith [possibly a scribal error],Scrivener (sic),Witnessed a bill of bottomry; Saw the ship the Hermite in the River Thames shortly after her return from Greenland,,,,,,,,"""The said schedule was and is the originall bill of bottomrie made by and from the said Mare to the said James Love for the saumme faforesai, and was and is wholly written with the proper hand of this deponent being a scrivener and imployed about the drawing thereof. And hee saith that on or about the sixth day of March 1646 hee this deponentw as present and did see the arlate John Mare subscribe his name thereto with his owne hand, and seale and for his act and deede delivere the said schedule or bill of bottomrie, which was soe donne at a cookes house knowne by the signe of the Pewter Platter in Gracious Streete, then and there being alsoe present his contest Thomas Woodward and Hugh Mackinney, whoe all did sett their names thereto as witnesses of the said sealing and delivery, and by his name there appearing hee knoweth the same to be the same bill of bottomrie that was then and there soe sealed and delivered, howbeit hee saith that by the error of this deponent the dtae of the said schedule or bil is mistaken touching the yeare of our Lord, and written 1647 in stead of 1646, for hee well knoweth that it was March last was twelve moneth wherein the same was soe sealed and delivered"" (HCA 13/61 f.92r)",,,England,,Saint Bottolphs Algate,London,,24,1648,Robertus,,Sunn,
15853,21091023_145009,KaggleTestSnippet_HCA_1361_f.140r.PNG,HCA 13/61,Signature,Roman,Ship calker [of the Ruth],Ship calker,Ship calker [of the Ruth],,,,Ruth,Edward Thompson [commander],,,,,,,England,N/A,Stepney,,Middlesex,29,1648,George ,,Susmyth,[?/East Indies; Rajapore; Cape de Bon Esperanza; Santa Helena/London [England]]
16207,21091023_152618,KaggleTestSnippet_HCA_1361_f.386r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Admiral of the Irish Seas in the Parliament's service,Mariner,Admiral of the Irish Seas in the Parliament's service,,,,Margaret of Minehead [hoy],Michael Webber,Minehead [Somerset; England],,,,,,England,N/A,Stepney,,Middlesex,54,1649,Richardus,,Swanley,NO VOYAGE DETAILS
16248,21091023_153553,KaggleTestSnippet_HCA_1361_f.407v_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of unnamed ships],Mariner,Master [of unnamed ships],,,,Unnamed ship,,,,,,,,England,,,,Middlesex,49,1649,Willielmus,,Swanley,NO VOYAGE DETAILS
16375,21091023_154400,KaggleTestSnippet_HCA_1361_f.462r_One.PNG,HCA 13/61,Signature,Roman,Mariner; Commander [of the Providence],Mariner,Commander [of the Providence],,,Dec 15th 1648,Providence [man of war],William Swanley [commander],,,,,,,England,N/A,Stepney,,Middlesex,49,1649,William,,Swanley,[?/Coast of Wales/?]
